,년도,이름,팀,WAR,출장,완투,완봉,선발,승,패,세이브,홀드,이닝,실점,자책,타자,안타,2타,3타,홈런,볼넷,고4,사구,삼진,보크,폭투,연봉
1513,2020,김현준,기아 타이거즈,-0.5,15,0,0,0,1,0,0,1,14.1,20,20,76,20,5,2,2,13,1,1,12,0,0,0
1514,2020,박진태,기아 타이거즈,-0.5,12,0,0,0,0,0,0,0,18.2,27,27,105,32,7,0,9,16,0,4,14,0,0,0
1515,2020,박승주,키움 히어로즈,-0.5,5,0,0,0,0,1,0,0,3.2,8,8,25,10,1,0,0,5,0,0,3,0,0,0
1516,2020,황영국,한화 이글스,-0.51,21,0,0,0,0,0,0,4,19.1,22,22,101,29,4,0,3,14,1,2,17,0,3,0
1517,2020,오동욱,한화 이글스,-0.52,4,0,0,1,0,1,0,0,10.0,19,15,60,22,4,0,3,7,0,2,5,0,0,0
1518,2020,박주홍,한화 이글스,-0.52,11,0,0,5,0,5,0,0,24.2,24,23,117,30,6,0,5,16,0,0,19,0,2,0
1519,2020,홍성무,NC 다이노스,-0.53,11,0,0,0,0,0,1,0,15.0,22,21,82,21,3,0,3,13,0,1,12,0,1,0
1520,2020,임준섭,한화 이글스,-0.53,10,0,0,1,0,2,0,1,8.2,13,13,49,18,5,0,1,6,0,0,6,0,1,0
1521,2020,심창민,삼성 라이온즈,-0.54,23,0,0,0,2,2,0,3,20.1,20,17,98,18,0,1,3,18,0,2,21,0,4,0
1522,2020,이용찬,두산 베어스,-0.54,5,0,0,5,1,3,0,0,26.2,25,25,125,41,8,0,7,6,0,0,15,0,1,42000
1523,2020,류원석,LG 트윈스,-0.58,4,0,0,1,0,1,0,0,4.2,14,6,37,8,3,0,1,11,0,4,5,0,0,0
1524,2020,백승건,SK 와이번즈,-0.6,10,0,0,7,0,5,0,0,29.1,29,26,156,37,5,0,7,31,0,2,28,0,1,0
1525,2020,하재훈,SK 와이번즈,-0.62,15,0,0,0,1,1,4,0,13.0,13,11,66,19,3,0,2,8,0,0,10,0,1,0
1526,2020,김민수,기아 타이거즈,-0.66,33,0,0,18,3,8,0,0,103.1,80,70,482,151,22,1,14,30,0,4,63,0,6,0
1527,2020,김택형,SK 와이번즈,-0.74,31,0,0,0,1,3,0,3,23.0,26,22,114,26,2,1,5,20,1,0,22,0,6,0
1528,2020,김주한,SK 와이번즈,-0.75,22,0,0,7,1,7,0,0,46.0,43,38,220,60,7,1,7,20,0,8,22,0,4,0
1529,2020,이민우,기아 타이거즈,-0.75,22,0,0,22,6,10,0,0,106.0,87,80,486,129,20,4,11,47,0,6,67,0,3,0
1530,2020,윤정현,키움 히어로즈,-0.86,15,0,0,4,0,1,0,0,27.1,32,27,146,54,6,1,3,10,0,2,11,0,1,0
1531,2020,장지훈,삼성 라이온즈,-0.98,29,0,0,0,0,1,0,0,27.2,37,31,146,39,4,0,7,21,0,3,24,0,5,0
1532,2020,장현식,기아 타이거즈,-1.67,37,0,0,3,4,4,0,6,41.0,52,49,207,64,14,2,8,22,0,3,26,0,11,0
