매장이름,lat,lng,주소,구
가락몰점,37.493255747885364,127.11673189696464,"서울 송파구 양재대로 932 (가락동, 가락몰 판매동)",송파구
가락중앙점,37.498303976004735,127.12087308454156,서울 송파구 송이로 87 (가락동),송파구
개롱역점,37.497859860518204,127.13573191111163,"서울 송파구 오금로 407 (오금동, 상아아파트)",송파구
거여점,37.49352032166526,127.14434073545736,서울 송파구 오금로 497 (거여동),송파구
문정KDU타워점,37.4860603619746,127.115481243131,"서울 송파구 정의로 70 (문정동, 케이디유타워)",송파구
문정문현점,37.48014933249741,127.12670032405158,서울 송파구 새말로8길 30 (문정동),송파구
문정중앙점,37.4864475840776,127.126340658567,서울 송파구 문정로 31-1 (문정동),송파구
문정테라타워점,37.4846614982049,127.120933640924,"서울 송파구 송파대로 167 (문정동, 문정역테라타워)",송파구
방이시장점,37.5118083,127.1137359,서울 송파구 백제고분로48길 3 (방이동),송파구
방이역점,37.5095235,127.1247104,서울 송파구 위례성대로18길 32 (방이동),송파구
방이초교점,37.5127330893982,127.120016251041,서울 송파구 가락로 280 (방이동),송파구
삼전역점,37.5027813622658,127.095799159025,서울 송파구 백제고분로 263 (삼전동),송파구
서울삼성내과점,37.5061702039866,127.08075330646,"서울 송파구 백제고분로 126 (잠실동, 오룡빌딩)",송파구
석촌백제점,37.5056617466954,127.104455184706,"서울 송파구 백제고분로39길 15 (석촌동, 삼경빌딩)",송파구
석촌사거리점,37.5035006615978,127.108284732156,"서울 송파구 송파대로 409 (석촌동, 범양빌딩)",송파구
석촌역점,37.5071903282914,127.105841889845,"서울 송파구 송파대로 456 (송파동, 웅현빌딩)",송파구
송파동점,37.5067248967655,127.108394911161,"서울 송파구 백제고분로41길 5 (송파동, 태원빌딩)",송파구
송파문정점,37.49292715289153,127.12526318784414,서울 송파구 송이로 159 (가락동),송파구
송파올림픽훼미리타운점,37.49058756157332,127.11794613172697,"서울 송파구 중대로 24 (문정동, 올림픽훼밀리타운 아카데미 상가)",송파구
송파위례점,37.480845018993676,127.14280133733737,"서울 송파구 위례광장로 188 (장지동, 아이온스퀘어)",송파구
송파잠실점,37.5142862,127.100684,서울 송파구 삼전로 95 (잠실동),송파구
송파파인타운점,37.4835109,127.1299596,"서울 송파구 충민로2길 28 (장지동, 대진플라자2)",송파구
송파풍납점,37.5280435,127.116586,서울 송파구 강동대로9길 17-1 (풍납동),송파구
송파하비오점,37.4796683841344,127.124913859704,"서울 송파구 송파대로 111 (문정동, 파크하비오)",송파구
송파한양점,37.5037769729035,127.113590203805,"서울 송파구 가락로 165 (송파동, 위례캐슬빌)",송파구
오금점,37.50293221042804,127.1258397162108,"서울 송파구 오금로 306 (가락동, 가락스타클래스)",송파구
오금중앙점 ,37.5087791749502,127.1305037107547,"서울 송파구 위례성대로22길 18 (오금동, 이시돌빌딩)",송파구
올림픽프라자점,37.51573785966157,127.13191560436994,서울 송파구 양재대로 1222 (방이동),송파구
위례아이파크점,37.475807001357765,127.14207669027857,"서울 송파구 위례광장로 136 (장지동, 위례아이파크)",송파구
위례포레샤인점,37.47494648104577,127.13442428248332,"서울 송파구 위례순환로 477 (장지동, 위례포레샤인23단지)",송파구
잠실본동점,37.5047208554957,127.085852293902,"서울 송파구 백제고분로 172 (잠실동, 제이케이빌딩)",송파구
잠실역점,37.51353974735096,127.0993615087665,"서울 송파구 송파대로 567 (잠실동, 잠실주공아파트)",송파구
종합운동장역점,37.5115603565131,127.079181383259,"서울 송파구 올림픽로 76 (잠실동, J타워)",송파구
강서초교점,37.5220241,126.8429393,서울 양천구 오목로 48 (신월동),양천구
남부지방법원점,37.5215008347482,126.862615322582,"서울 양천구 은행정로4길 25 (신정동, SM엘루이아파트)",양천구
목3동점,37.5468869,126.8672611,"서울 양천구 목동중앙북로 38 (목동, 롯데캐슬위너아파트)",양천구
목4동점,37.5393416,126.8662282,서울 양천구 목동중앙본로7길 46 (목동),양천구
목동남부점,37.5360367,126.8745334,서울 양천구 목동남로 46 (신정동),양천구
목동로데오점,37.5279467362177,126.863821477728,서울 양천구 목동로 219 (신정동),양천구
목동센트럴아이파크위브점,37.5152188104643,126.840692066592,서울 양천구 남부순환로 603 (신월동),양천구
목동신목점,37.5369691,126.8714743,"서울 양천구 목동중앙로 85 (목동, 강산아파트)",양천구
목동신트리점,37.51332646905488,126.85550236470392,"서울 양천구 신정로 312 (신정동, 뉴프라자)",양천구
목동아델리체점,37.51805318749786,126.85263139671464,"서울 양천구 중앙로43길 14 (신정동, 래미안 목동아델리체)",양천구
목동역점,37.5360367,126.8745334,서울 양천구 오목로 227 (신정동),양천구
목동중앙점,37.5417859,126.8689531,"서울 양천구 목동서로 287 (신정동, 동문비젼오피스텔)",양천구
목동파라곤점,37.5360367,126.8745334,서울 양천구 목동서로 155 (목동),양천구
목동파리공원점,37.5360367,126.8745334,서울 양천구 목동동로 379 (목동),양천구
신월5동점,37.5391414,126.8275831,서울 양천구 화곡로 50 (신월동),양천구
신월7동점,37.5223947,126.8329818,서울 양천구 지양로 79 (신월동),양천구
신월사거리점,37.5356741789955,126.828923065237,서울 양천구 남부순환로 353 (신월동),양천구
신정교점,37.5235593,126.8757535,서울 양천구 신목로 36 (신정동),양천구
신정네거리역점,37.520209,126.852796,서울 양천구 중앙로 282 (신정동),양천구
신정서부점,37.5122198,126.8383477,서울 양천구 신정로11길 50-15 (신정동),양천구
신정역점,37.5249411,126.8546754,서울 양천구 오목로 155 (신정동),양천구
양천구청점,37.5152752,126.8623016,서울 양천구 목동동로 63 (신정동),양천구
오목교대학학원점,37.5250374,126.8730535,서울 양천구 오목로 319 (목동),양천구
오목교역점,37.5235593,126.8757535,서울 양천구 신목로 102 (목동),양천구
KBS별관점,37.5196744579443,126.928930989749,"서울 영등포구 국제금융로8길 27-9 (여의도동, 동북빌딩)",영등포구
국회대로점,37.5303335810073,126.919916432847,"서울 영등포구 국회대로72길 4 (여의도동, 아이비피아빌딩)",영등포구
국회의사당역점,37.526869878743,126.917843631999,"서울 영등포구 의사당대로 22 (여의도동, 이룸센터)",영등포구
남부고용센터점,37.525029038125,126.891103928762,서울 영등포구 양산로 71 (양평동3가),영등포구
당산버드나루점,37.5257108,126.9096108,서울 영등포구 버드나루로 87 (영등포동7가),영등포구
당산역점,37.5332974,126.9022397,"서울 영등포구 당산로 222 (당산동5가, 당산디오빌)",영등포구
당산중앙점,37.5286826,126.8976433,서울 영등포구 당산로 159 (당산동4가),영등포구
대림1동점,37.49647205091008,126.9028549432193,서울 영등포구 도림로 198 (대림동),영등포구
대림3동점,37.4995842,126.8981872,서울 영등포구 대림로 212 (대림동),영등포구
대림역점,37.4925289257081,126.895919529889,서울 영등포구 도림로31길 2 (대림동),영등포구
도림사거리점,37.5065555,126.9016164,서울 영등포구 도림로 326 (신길동),영등포구
도림점,37.5086253,126.896435,"서울 영등포구 도신로15길 40 (도림동, 도림빌딩)",영등포구
라이프점,37.5196351977246,126.939136417577,"서울 영등포구 63로 40 (여의도동, 라이프오피스텔)",영등포구
보라매역점,37.4996294,126.9199734,서울 영등포구 여의대방로 141 (신길동),영등포구
서여의도점,37.52964708447512,126.92108595764988,"서울 영등포구 국회대로72길 17 (여의도동, KCC파크타운)",영등포구
선유도역점,37.5381615,126.893892,서울 영등포구 양평로 126 (양평동5가),영등포구
신길성애병원점,37.511854826249035,126.92152601914933,서울 영등포구 여의대방로53길 27 (신길동),영등포구
신길썬프라자점,37.496429,126.9086066,서울 영등포구 신길로 42 (신길동),영등포구
신길아이파크점,37.5029408,126.9042156,서울 영등포구 도림로 280 (신길동),영등포구
신길역점,37.5142068,126.9193378,서울 영등포구 영등포로 353 (신길동),영등포구
신길중앙점,37.5121582,126.9165036,서울 영등포구 도신로 229 (신길동),영등포구
신풍역점,37.4999459,126.9117931,서울 영등포구 신풍로 52-1 (신길동),영등포구
양평동2가점,37.5243251,126.8837313,"서울 영등포구 선유서로25길 19 (양평동2가, 오목교투웨니퍼스트)",영등포구
여의나루역점,37.5260558187275,126.930769729764,서울 영등포구 여의나루로 113 (여의도동),영등포구
여의도농협재단점,37.5220163808659,126.930048684376,"서울 영등포구 국제금융로8길 2 (여의도동, 농협재단빌딩)",영등포구
여의도역점,37.5210144173791,126.923991634451,"서울 영등포구 의사당대로 108 (여의도동, 아일렉스)",영등포구
영등포knk점,37.52667482397141,126.90422425738349,"서울 영등포구 영신로 220 (영등포동8가, KnK디지털타워)",영등포구
영등포그랜드점,37.526790955173,126.888600855285,"서울 영등포구 양산로9길 15 (양평동3가, 그랜드타워)",영등포구
영등포본동점,37.5138808,126.9061101,서울 영등포구 영신로19길 15 (영등포동),영등포구
영등포아크로타워점,37.523923,126.9059749,"서울 영등포구 국회대로54길 10 (영등포동7가, 아크로타워 스퀘어)",영등포구
영등포에이스점,37.51466569999999,126.8984728,서울 영등포구 경인로 775 (문래동3가),영등포구
영등포점,37.51787131047062,126.90613304012865,서울 영등포구 영중로 16-1 (영등포동3가),영등포구
영등포중앙점,37.5223245,126.9101692,서울 영등포구 영중로 37 (영등포동4가),영등포구
영등포코레일점,37.5156680341198,126.907665995469,"서울 영등포구 경인로 846 (영등포동, 영등포 민자역사)",영등포구
영등포홈플러스점,37.50324896699568,127.02455282046348,"서울 영등포구 당산로 42 (문래동3가, 홈플러스)",영등포구
