,주유소명,주소,브랜드,휘발유 가격,경유 가격,셀프 여부,세차장 여부,충전소 여부,경정비 여부,편의점 여부,24시간 운영 여부,구,위도,경도
0,(주)보성 세곡주유소,서울 강남구  헌릉로 731 (세곡동),SK에너지,1562,1439,Y,Y,N,N,N,N,강남구,37.4671565,127.1187081
1,자곡셀프주유소,서울 강남구 밤고개로 120 (자곡동),SK에너지,1609,1474,Y,Y,N,N,N,N,강남구,37.4834002,127.1040458
2,방죽주유소,서울 강남구 밤고개로 215 (율현동),GS칼텍스,1617,1499,Y,Y,N,N,N,N,강남구,37.4749926,127.1068866
3,오일프러스 셀프,서울 강남구 남부순환로 2651 (도곡동),SK에너지,1619,1524,Y,Y,N,Y,N,Y,강남구,37.485839,127.0396721
4,HD현대오일뱅크㈜직영 산성셀프주유소,서울 강남구 헌릉로 730,HD현대오일뱅크,1629,1464,Y,Y,N,N,N,N,강남구,37.4665675,127.1190803
5,극동유화㈜ 개나리주유소,서울 강남구 언주로 423 (역삼동),S-OIL,1629,1534,Y,Y,N,Y,N,Y,강남구,37.5000776,127.0385419
6,HD현대오일뱅크㈜직영 도곡셀프주유소,서울 강남구  남부순환로 2718 (도곡2동),HD현대오일뱅크,1629,1554,Y,Y,N,Y,N,N,강남구,37.4854623,127.0432181
7,HD현대오일뱅크㈜직영 유진주유소,서울 강남구 논현로 152 (도곡동),HD현대오일뱅크,1644,1569,N,Y,N,Y,N,N,강남구,37.4874316,127.0399976
8,삼성동주유소,서울 강남구 테헤란로 619 (삼성동),HD현대오일뱅크,1649,1559,Y,Y,N,N,N,N,강남구,37.5098576,127.0651101
9,SK서광주유소,서울 강남구 역삼로 142,SK에너지,1665,1565,Y,Y,N,Y,N,Y,강남구,37.4943424,127.0350915
10,대교셀프주유소,서울 강남구 강남대로 640 (신사동),SK에너지,1690,1628,Y,N,N,N,N,Y,강남구,37.5281292,127.0355537
11,(주)중앙에너비스 수서지점,서울 강남구 광평로 202 (수서동),SK에너지,1695,1557,Y,Y,N,N,N,N,강남구,37.4841053,127.0950401
12,(주)선진도곡주유소,서울 강남구 도곡로 162 (도곡동),S-OIL,1699,1595,N,Y,N,Y,N,N,강남구,37.4878254,127.0466876
13,지에스칼텍스㈜에너지플러스허브GS타워,서울 강남구 논현로 516 (역삼동),GS칼텍스,1719,1689,Y,N,N,Y,N,Y,강남구,37.50270829999999,127.0363956
14,(유)동하석유 힐탑셀프주유소,서울 강남구 논현로 640,SK에너지,1727,1697,Y,Y,N,N,N,Y,강남구,37.5106887,127.0325689
15,대동석유 압구정주유소,서울 강남구 언주로 842 (신사동),SK에너지,1727,1697,Y,Y,N,N,N,Y,강남구,37.5253431,127.0338242
16,SK에너지㈜ 진달래주유소,서울 강남구 도곡로 208,SK에너지,1729,1649,N,Y,N,N,N,N,강남구,37.492295,127.0418598
17,SK에너지(주) 매봉주유소,서울 강남구 언주로 307,SK에너지,1749,1649,Y,Y,N,Y,N,N,강남구,37.4949341,127.0459062
18,에스제이에너지산업(주) 개포주유소,서울 강남구 양재대로 339,GS칼텍스,1798,1678,Y,Y,N,N,N,N,강남구,37.4722409,127.0515134
19,지에스칼텍스㈜ 은마주유소,서울 강남구 영동대로 235,GS칼텍스,1865,1720,N,Y,N,Y,N,Y,강남구,37.5000721,127.0672848
20,HD현대오일뱅크㈜직영 신사현대주유소,서울 강남구 도산대로 163 (신사동),HD현대오일뱅크,1928,1849,N,Y,N,N,N,N,강남구,37.5195205,127.0263171
21,지에스칼텍스(주)학여울주유소,서울 강남구 남부순환로 3170 (일원2동),GS칼텍스,1933,1821,N,Y,N,N,N,N,강남구,37.4946762,127.0778305
22,지에스칼텍스㈜ 삼성로주유소,서울 강남구 삼성로 563 (삼성동),GS칼텍스,1965,1823,Y,Y,N,N,N,Y,강남구,37.51397499999999,127.0561274
23,HD현대오일뱅크㈜직영 한양주유소,서울 강남구 압구정로 302 (신사동),HD현대오일뱅크,2028,1964,N,Y,N,N,N,N,강남구,37.5288681,127.0341046
24,(주)소모 쎈트럴주유소,서울 강남구 삼성로 335,GS칼텍스,2109,1987,N,Y,N,N,N,N,강남구,37.5014209,127.0591408
25,명품주유소,서울 강남구 도곡로 249 (역삼동),S-OIL,2128,2057,Y,Y,N,N,N,Y,강남구,37.4942704,127.0455093
26,대청주유소,서울 강남구 개포로 654 (일원동),SK에너지,2176,2109,N,Y,N,N,N,N,강남구,37.49247370000001,127.085679
27,㈜새서울석유 새서울주유소,서울 강남구 압구정로 154,HD현대오일뱅크,2188,1998,N,Y,N,N,N,Y,강남구,37.525835,127.0265422
28,갤러리아주유소,서울 강남구 압구정로 426,SK에너지,2257,2139,N,Y,N,N,N,N,강남구,37.5267844,127.043539
29,SK논현주유소,서울 강남구 논현로 747 (논현동),SK에너지,2283,2135,N,Y,N,Y,N,Y,강남구,37.5186368,127.028238
30,(주)제이제이네트웍스 제이제이주유소,서울 강남구 언주로 716,HD현대오일뱅크,2398,2197,N,Y,N,N,N,Y,강남구,37.5176472,127.0357349
31,(주)만정에너지 삼보주유소,서울 강남구 봉은사로 433 (삼성동),GS칼텍스,2578,2540,N,Y,N,N,N,N,강남구,37.5115207,127.0471716
32,재건에너지 재정제2주유소 고속셀프지점,서울특별시 강동구  천호대로 1246 (둔촌제2동),HD현대오일뱅크,1579,1429,Y,Y,N,N,N,N,강동구,37.5365133,127.1493588
33,(주)삼표에너지 고덕주유소,서울 강동구 고덕로 39 (암사동),GS칼텍스,1595,1475,Y,Y,N,N,Y,N,강동구,37.555049,127.1297929
34,대성석유(주)길동주유소,서울 강동구 천호대로 1168,GS칼텍스,1596,1498,N,Y,N,N,N,N,강동구,37.5334229,127.1411725
35,(주)소모 신월주유소,서울 강동구 양재대로 1323 (성내동),GS칼텍스,1616,1498,Y,Y,N,N,N,N,강동구,37.5304933,127.128992
36,(주)퍼스트오일 코알라주유소,서울특별시 강동구  올림픽로 556 (성내동),S-OIL,1650,1520,Y,Y,N,N,N,N,강동구,37.5293808,127.1224408
37,지에스칼텍스㈜ 동서울주유소,서울 강동구 천호대로 1456 (상일동),GS칼텍스,1656,1509,Y,Y,N,N,N,N,강동구,37.5511028,127.1696401
38,방아다리주유소,서울 강동구 동남로 811 (명일동),SK에너지,1669,1519,Y,Y,N,N,N,N,강동구,37.5490445,127.1508229
39,(주)소모 성내주유소,서울 강동구 올림픽로 578 (성내동),GS칼텍스,1670,1550,Y,Y,N,Y,N,N,강동구,37.5313782,127.1273286
40,sk해뜨는주유소,서울 강동구  상일로 132 (강일동),SK에너지,1685,1549,Y,Y,N,Y,N,N,강동구,37.5545085,127.1724154
41,주)지유에너지직영 오렌지주유소,서울 강동구 성안로 102 (성내동),SK에너지,1695,1564,N,Y,N,Y,N,N,강동구,37.532314,127.1331781
42,천호현대주유소,서울 강동구 천중로 67 (천호동),HD현대오일뱅크,1799,1697,N,Y,N,Y,N,N,강동구,37.5451331,127.129473
43,광성주유소,서울 강동구 올림픽로 673 (천호동),S-OIL,1898,1798,N,Y,N,Y,N,Y,강동구,37.5416117,127.1241731
44,덕릉로주유소,서울 강북구 덕릉로 158 (번동),S-OIL,1559,1379,Y,Y,N,N,N,N,강북구,37.6349756,127.0313182
45,SK에너지(주) 매일주유소,서울 강북구 삼양로 217 (미아동),SK에너지,1559,1414,Y,Y,N,N,Y,N,강북구,37.6227977,127.0191356
46,㈜지에스이앤알 미아주유소,서울 강북구 도봉로 122 (미아동),GS칼텍스,1559,1379,Y,Y,N,N,N,N,강북구,37.6199964,127.0290304
47,대성석유(주)신광주유소,서울 강북구 삼양로 484,GS칼텍스,1579,1399,N,Y,N,Y,N,N,강북구,37.6464088,127.0153285
48,수유동주유소,서울 강북구 도봉로 395 (수유동),GS칼텍스,1579,1399,Y,Y,N,N,N,Y,강북구,37.6421556,127.0295862
49,북서울고속주유소,서울 강북구 삼양로 410 (수유동),SK에너지,1579,1399,Y,N,N,N,N,Y,강북구,37.6401448,127.017205
50,씨앤에스유통㈜ 미아셀프주유소,서울 강북구 도봉로 200 (미아동),S-OIL,1585,1395,Y,Y,N,N,N,N,강북구,37.6265292,127.0265002
51,HD현대오일뱅크㈜직영 번동셀프주유소,서울 강북구 한천로 963 (번동),HD현대오일뱅크,1587,1417,Y,Y,N,Y,N,Y,강북구,37.6355872,127.0330493
52,세원주유소,서울 강북구 한천로 918 (번동),SK에너지,1598,1418,Y,Y,N,N,N,N,강북구,37.6342596,127.037732
53,에덴주유소,서울 강북구 월계로 195 (번동),SK에너지,1667,1497,Y,Y,N,Y,N,N,강북구,37.6216958,127.0455344
54,목화주유소,서울 강서구 국회대로 251 (화곡동),알뜰주유소,1578,1389,Y,Y,N,N,N,N,강서구,37.5300403,126.8629825
55,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),GS칼텍스,1579,1393,Y,Y,Y,Y,N,Y,강서구,37.5296209,126.859797
56,강서오곡셀프주유소,서울 강서구 벌말로 254 (오곡동),SK에너지,1585,1405,Y,Y,N,N,N,Y,강서구,37.5539622,126.7684275
57,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),HD현대오일뱅크,1585,1405,Y,Y,N,Y,Y,Y,강서구,37.574611,126.8023029
58,스카이주유소,서울 강서구 개화동로 457 (방화동),S-OIL,1585,1405,Y,N,N,N,Y,Y,강서구,37.5714858,126.8043806
59,KH에너지(주)직영 KH외발산주유소,서울 강서구 방화대로 30,SK에너지,1585,1405,Y,Y,Y,Y,Y,N,강서구,37.5434208,126.816863
60,화곡역주유소,서울 강서구 강서로 154 (화곡동),알뜰주유소,1588,1398,Y,N,N,N,N,Y,강서구,37.5407186,126.8415303
61,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),HD현대오일뱅크,1588,1398,Y,Y,N,Y,N,N,강서구,37.549163,126.8469964
62,현대오일뱅크 등촌주유소,서울 강서구 등촌로 189 (등촌동),HD현대오일뱅크,1596,1466,N,Y,N,N,N,N,강서구,37.546808,126.8625545
63,강서열린주유소,서울 강서구 등촌로 213 (등촌동),GS칼텍스,1598,1468,N,Y,N,N,N,N,강서구,37.54871199999999,126.8630628
64,화곡현대주유소,서울 강서구 강서로 151 (화곡동),SK에너지,1606,1446,Y,Y,N,N,N,Y,강서구,37.5402614,126.8411983
65,HD현대오일뱅크㈜직영 양화교셀프주유소,서울 강서구 공항대로 653,HD현대오일뱅크,1609,1467,Y,Y,N,N,N,N,강서구,37.5473368,126.8774764
66,(주)한진 김포공항주유소,서울 강서구 하늘길 259,S-OIL,1610,1440,Y,Y,N,N,N,N,강서구,37.5507763,126.8155549
67,대성석유(주) 관문주유소,서울 강서구 공항대로 314,GS칼텍스,1616,1488,N,Y,N,Y,N,N,강서구,37.5577232,126.8425243
68,대성석유(주)방화대성주유소,서울 강서구 양천로 176,GS칼텍스,1616,1478,Y,Y,N,N,Y,N,강서구,37.5728815,126.8234821
69,개화주유소,서울 강서구 양천로 57,SK에너지,1617,1437,Y,Y,N,N,N,N,강서구,37.5735014,126.8100943
70,세원제1주유소,서울 강서구 양천로 311 (가양동),SK에너지,1628,1478,Y,Y,N,Y,N,N,강서구,37.5678802,126.8510787
71,SK KH에너지 가양주유소,서울 강서구 강서로 498 (가양동),SK에너지,1628,1478,N,Y,N,Y,Y,Y,강서구,37.5697823,126.8419022
72,신화곡주유소,서울 강서구 국회대로 71,S-OIL,1635,1445,Y,Y,N,N,N,N,강서구,37.5272579,126.8428896
73,대성주유소,서울 강서구 강서로 472,GS칼텍스,1638,1488,N,Y,N,Y,N,N,강서구,37.5675028,126.8414186
74,HD현대오일뱅크㈜직영 가양주유소,서울 강서구  양천로 391 (가양동),HD현대오일뱅크,1658,1528,N,Y,N,N,N,N,강서구,37.5678802,126.8510787
75,박물관주유소,서울 강서구 양천로53길 97 (가양동),GS칼텍스,1688,1538,N,Y,N,Y,Y,N,강서구,37.5657849,126.8451216
76,하이웨이주유소,서울특별시 강서구 공항대로 432(화곡동),S-OIL,1698,1529,Y,Y,N,N,Y,Y,강서구,37.5546677,126.8548053
77,코리나(주)청룡주유소,서울 강서구 양천로 576,SK에너지,1698,1528,N,Y,N,N,N,N,강서구,37.5567325,126.862765
78,참솔에너지,서울 강서구 벌말로 281 (오곡동),S-OIL,1795,1653,Y,Y,N,N,N,N,강서구,37.5562519,126.7684491
79,염창동주유소,서울 강서구 양천로 720 (염창동),SK에너지,1928,1768,N,Y,N,N,N,N,강서구,37.5491113,126.8757906
80,(주)연우에너지 신관주유소,서울 관악구 신림로 290 (신림동),알뜰주유소,1595,1415,Y,Y,N,N,N,N,관악구,37.480413,126.9306665
81,대양석유(주)직영 보라매주유소,서울 관악구  보라매로 26 (봉천동),SK에너지,1599,1419,Y,Y,N,N,N,N,관악구,37.4916874,126.9271603
82,SK에너지(주)직영 대공원주유소,서울 관악구 과천대로 921 (남현동),SK에너지,1625,1505,N,Y,N,Y,Y,N,관악구,37.4728556,126.9821515
83,SK에너지(주) 신봉천,서울 관악구 남부순환로 1880 (봉천동),SK에너지,1625,1505,N,Y,N,N,Y,N,관악구,37.4787572,126.9583432
84,서일석유(주)락성주유소,서울 관악구 남부순환로 1920 (봉천동),GS칼텍스,1625,1515,Y,Y,N,Y,N,Y,관악구,37.47717919999999,126.9623883
85,HD현대오일뱅크㈜직영 문성골주유소,서울 관악구 문성로 97 (신림동),HD현대오일뱅크,1639,1464,N,Y,N,N,N,N,관악구,37.4777941,126.9143022
86,유림주유소,서울 관악구 신림로 176 (신림동),S-OIL,1648,1488,N,Y,N,Y,N,Y,관악구,37.4737247,126.93488
87,(주)한유에너지행운셀프주유소,서울 관악구 남부순환로 1883 (봉천동),SK에너지,1685,1565,Y,Y,N,N,N,N,관악구,37.4791083,126.9591697
88,관악시몬주유소,서울특별시 관악구 남부순환로 1753 (봉천동),S-OIL,1696,1546,N,Y,N,N,N,N,관악구,37.4823585,126.945101
89,CJ대한통운㈜ 신림주유소,서울 관악구 남부순환로 1515 (신림동),GS칼텍스,1738,1588,N,Y,N,N,N,N,관악구,37.4829496,126.9189553
90,HD현대오일뱅크㈜직영 중곡현대주유소,서울 광진구 동일로 435 (중곡동),HD현대오일뱅크,1567,1398,Y,Y,N,N,N,N,광진구,37.56094119999999,127.0957458
91,(주)창원CW,서울 광진구 광나루로 460 (화양동),HD현대오일뱅크,1585,1395,Y,Y,N,N,N,N,광진구,37.5451042,127.0804969
92,HD현대오일뱅크㈜직영 능동주유소,서울 광진구 천호대로 584 (능동),HD현대오일뱅크,1585,1395,Y,Y,N,Y,N,Y,광진구,37.5555551,127.082455
93,HD현대오일뱅크㈜직영 중원셀프주유소,서울 광진구 동일로 398 (중곡동),HD현대오일뱅크,1587,1408,Y,Y,N,N,N,N,광진구,37.56354400000001,127.0888304
94,태양주유소,서울 광진구 동일로 345 (중곡동),HD현대오일뱅크,1594,1394,N,N,N,N,N,Y,광진구,37.56354400000001,127.0888304
95,정해네트웍스(주)일진주유소,서울 광진구 동일로 413 (중곡동),S-OIL,1597,1427,Y,Y,N,N,N,Y,광진구,37.56354400000001,127.0888304
96,(주)장수주유소,서울 광진구 동일로 266 (군자동),SK에너지,1598,1398,Y,N,N,Y,N,Y,광진구,37.5549721,127.0715197
97,HD현대오일뱅크㈜직영 장호셀프주유소,서울 광진구 자양로 37 (자양동),HD현대오일뱅크,1599,1435,Y,Y,N,Y,N,N,광진구,37.5312783,127.0858325
98,삼호주유소,서울 광진구 천호대로 809 (광장동),S-OIL,1697,1497,Y,Y,N,N,N,Y,광진구,37.5456356,127.1037341
99,유니스에너지 자양주유소,서울 광진구 아차산로 298 (자양동),SK에너지,1698,1523,N,Y,N,N,N,Y,광진구,37.531692,127.074516
100,강평주유소,서울 광진구 아차산로 616 (광장동),SK에너지,1757,1597,N,Y,N,N,N,Y,광진구,37.5476119,127.1072051
101,신성주유소,서울 구로구 구로동로 187 (구로제2동),HD현대오일뱅크,1557,1367,Y,Y,N,N,N,N,구로구,37.4951588,126.8823886
102,(주)한미석유구로그린주유소,서울 구로구 구로중앙로 76 (구로동),GS칼텍스,1558,1372,Y,Y,N,Y,N,N,구로구,37.4963064,126.8884444
103,구인주유소,서울 구로구 경인로 558 (구로동),SK에너지,1572,1392,N,Y,N,Y,Y,N,구로구,37.5042779,126.8860944
104,SK구로주유소,서울 구로구 구일로 94 (구로동),SK에너지,1572,1392,N,Y,N,N,N,N,구로구,37.4936018,126.872189
105,남선석유(주)풀페이주유소,서울 구로구 경인로 41 (온수동),S-OIL,1575,1385,Y,Y,N,N,N,N,구로구,37.4903245,126.8256021
106,극동유화(주) 항동주유소,서울 구로구 서해안로 2154 (항동),S-OIL,1585,1395,Y,Y,N,N,N,N,구로구,37.4834391,126.8278279
107,대성산업(주)디큐브주유소,서울 구로구 경인로 650 (신도림동),GS칼텍스,1619,1429,N,N,N,N,N,Y,구로구,37.5078855,126.8870874
108,서서울고속주유소,서울 구로구 경인로 150 (오류동),SK에너지,1619,1429,Y,Y,N,N,N,Y,구로구,37.49167509999999,126.8428418
109,SK에너지(주)직영 개봉동주유소,서울 구로구 경인로 290 (개봉동),SK에너지,1622,1474,N,Y,N,N,N,N,구로구,37.4863899,126.8567675
110,개봉주유소,서울 구로구 고척로 115 (개봉동),HD현대오일뱅크,1627,1447,Y,Y,N,N,N,N,구로구,37.50193720000001,126.8468175
111,HD현대오일뱅크㈜직영 구로셀프주유소,서울 구로구 시흥대로 531,HD현대오일뱅크,1629,1469,Y,Y,N,Y,N,Y,구로구,37.4810027,126.8992662
112,JHC에너지,서울 구로구 시흥대로 539,HD현대오일뱅크,1635,1455,N,N,N,Y,N,N,구로구,37.4815266,126.8998375
113,대원셀프주유소,서울 구로구 개봉로 7,HD현대오일뱅크,1637,1447,Y,Y,N,N,N,N,구로구,37.4861643,126.8561585
114,HD현대오일뱅크㈜직영 신오류주유소,서울 구로구 경인로 161 (오류동),HD현대오일뱅크,1647,1439,N,Y,N,Y,N,N,구로구,37.4913981,126.8398858
115,HD현대오일뱅크㈜직영 신구로주유소,서울 구로구 가마산로 293 (구로동),HD현대오일뱅크,1649,1519,N,Y,N,N,N,N,구로구,37.4975223,126.8924841
116,근린공원주유소,서울 구로구 고척로 199 (고척동),S-OIL,1717,1517,N,Y,N,N,N,N,구로구,37.5051273,126.8554406
117,동아주유소,서울 구로구 도림로 91 (구로동),S-OIL,1898,1598,N,N,N,N,Y,N,구로구,37.4908509,126.8931878
118,구광주유소,서울 금천구 서부샛길 674 (가산동),S-OIL,1585,1395,N,Y,N,N,N,N,금천구,37.4820373,126.8751711
119,(주)화동유업 화동주유소,서울 금천구 시흥대로 484,SK에너지,1594,1414,Y,Y,N,N,N,N,금천구,37.4767974,126.8991596
120,대득에너지(금천셀프주유소),서울 금천구  시흥대로 81 (시흥동),GS칼텍스,1615,1445,Y,Y,N,N,Y,Y,금천구,37.4412805,126.9029246
121,지에스칼텍스(주)일신주유소,서울 금천구 시흥대로 118,GS칼텍스,1620,1435,Y,Y,N,N,N,N,금천구,37.4444739,126.9042657
122,HD현대오일뱅크㈜직영 금천현대셀프주유소,서울 금천구 독산로 147 (시흥동),HD현대오일뱅크,1629,1449,Y,Y,N,N,N,N,금천구,37.460506,126.9045162
123,백산주유소,서울특별시 금천구  시흥대로 174 (시흥동),S-OIL,1635,1445,Y,Y,N,Y,N,N,금천구,37.4496856,126.9029496
124,현대오일뱅크㈜직영 금천제일주유소,서울 금천구 남부순환로 1410 (독산동),HD현대오일뱅크,1647,1474,N,Y,N,N,N,N,금천구,37.4802077,126.9074805
125,SK에너지(주) 이가주유소,서울 금천구 시흥대로 441,SK에너지,1653,1489,N,Y,N,Y,N,N,금천구,37.4730289,126.8979341
126,월계주유소,서울 노원구 월계로 252 (월계동),GS칼텍스,1549,1369,Y,Y,N,Y,N,N,노원구,37.6247784,127.0507659
127,(주)정건에너지직영,서울 노원구 노원로17길 29 (하계동),HD현대오일뱅크,1579,1389,Y,Y,N,N,N,N,노원구,37.642188,127.0703943
128,삼육주유소,서울 노원구 화랑로 822 (공릉동),SK에너지,1595,1395,Y,Y,N,N,N,N,노원구,37.6386379,127.1090597
129,이엠석유(주)배꽃나라주유소,서울 노원구 화랑로 466 (공릉1동),GS칼텍스,1595,1395,Y,Y,N,Y,N,N,노원구,37.6238137,127.0735097
130,화랑대주유소,서울 노원구 화랑로 483,HD현대오일뱅크,1595,1395,Y,Y,N,N,N,N,노원구,37.61957719999999,127.0806305
131,한신주유소,서울 노원구 동일로 1089 (공릉동),S-OIL,1595,1395,Y,Y,N,N,N,N,노원구,37.6304722,127.0909904
132,태릉솔밭주유소,서울 노원구 노원로 49 (공릉동),S-OIL,1595,1425,Y,Y,N,N,N,Y,노원구,37.6259652,127.0855897
133,성북역주유소,서울 노원구 광운로 95 (월계동),GS칼텍스,1598,1428,N,Y,N,N,N,N,노원구,37.625771,127.0599365
134,남선석유(주)구도일주유소 불암,서울 노원구 한글비석로 268 (중계동),S-OIL,1605,1425,Y,Y,N,N,N,N,노원구,37.6513513,127.0772401
135,신성주유소,서울 노원구 월계로 328 (월계동),S-OIL,1618,1458,Y,Y,N,N,N,Y,노원구,37.6287786,127.0573351
136,노원주유소,서울 노원구 동일로 1008 (공릉동),GS칼텍스,1658,1497,N,Y,N,Y,N,N,노원구,37.6304722,127.0909904
137,상계동주유소,서울 노원구 노원로26길 191 (상계동),HD현대오일뱅크,1665,1495,N,N,N,Y,N,N,노원구,37.6583938,127.0711375
138,SK에너지㈜직영 상계주유소,서울 노원구 노해로 527 (상계동),SK에너지,1679,1495,N,Y,N,N,N,N,노원구,37.6559391,127.0664063
139,하계삼호주유소,서울 노원구 공릉로 294 (하계동),GS칼텍스,1745,1493,N,N,N,Y,N,N,노원구,37.6336171,127.0722855
140,이케이에너지 주식회사,서울 도봉구 도봉로 941 (도봉동),HD현대오일뱅크,1531,1345,Y,Y,N,N,N,N,도봉구,37.6884305,127.0453374
141,지에스칼텍스㈜ 도봉주유소,서울 도봉구 도봉로 895 (도봉동),GS칼텍스,1559,1379,Y,Y,Y,Y,N,Y,도봉구,37.6843915,127.0456569
142,지에스칼텍스㈜ 방학동주유소,서울 도봉구 방학로 186,GS칼텍스,1559,1379,Y,Y,N,N,N,Y,도봉구,37.6624108,127.0314758
143,(주)자연에너지 햇살주유소,서울 도봉구 방학로 142 (방학동),HD현대오일뱅크,1559,1379,Y,Y,N,N,N,N,도봉구,37.6630015,127.0363325
144,삼미북부셀프주유소,서울 도봉구 도봉로 437 (쌍문동),SK에너지,1579,1399,Y,Y,N,N,N,Y,도봉구,37.6498293,127.0200197
145,(주)헨지스에너지 구도일주유소 도봉,서울 도봉구 도봉로 706 (방학동),S-OIL,1579,1399,Y,Y,N,Y,N,N,도봉구,37.66686869999999,127.0435303
146,극동유화(주) 대안주유소,서울 도봉구 마들로 574 (창동),S-OIL,1579,1399,Y,Y,N,Y,N,N,도봉구,37.6615155,127.0475247
147,한이에너지(주) 쌍문주유소,서울 도봉구 도봉로 547 (쌍문동),S-OIL,1579,1399,Y,Y,N,Y,N,Y,도봉구,37.65401629999999,127.0375558
148,동일석유(주) 창동주유소,서울 도봉구  도봉로 434 (창동),SK에너지,1597,1407,Y,Y,N,Y,N,N,도봉구,37.6446074,127.0327486
149,노원교주유소,서울 도봉구 마들로 776 (도봉동),HD현대오일뱅크,1625,1433,Y,Y,N,N,N,N,도봉구,37.678983,127.0497224
150,대성산업(주)신창주유소,서울 도봉구 덕릉로 267 (창동),GS칼텍스,1629,1439,Y,Y,N,Y,N,Y,도봉구,37.6413354,127.040236
151,오복주유소,서울 도봉구 방학로 43,S-OIL,1654,1496,Y,Y,N,N,N,Y,도봉구,37.662341,127.0474542
152,(주)쌍문셀프주유소,서울 도봉구 노해로 161 (쌍문동),HD현대오일뱅크,1665,1485,Y,Y,N,N,N,N,도봉구,37.649024,127.02688
153,HD현대오일뱅크㈜직영 영신주유소,서울 도봉구 방학로 151,HD현대오일뱅크,1667,1477,N,Y,N,N,N,N,도봉구,37.6623796,127.0354481
154,재정주유소,서울 동대문구 전농로 121 (전농동),HD현대오일뱅크,1579,1399,Y,Y,N,N,N,N,동대문구,37.5757038,127.0574394
155,재정제2주유소,서울 동대문구 사가정로 90 (전농동),HD현대오일뱅크,1579,1399,Y,Y,N,N,N,N,동대문구,37.5758698,127.0556493
156,풍한주유소,서울 동대문구 안암로 168,SK에너지,1585,1395,N,Y,N,N,N,Y,동대문구,37.5892531,127.0360122
157,삼영주유소,서울 동대문구 답십리로 258 (장안동),SK에너지,1598,1398,N,Y,N,N,N,N,동대문구,37.5723064,127.0688224
158,(주)경동주유소,서울 동대문구 이문로 191 (이문동),S-OIL,1615,1415,Y,Y,N,N,N,N,동대문구,37.603596,127.0617855
